name,team,match_id,shots,passing,chances,crossing,set_piece,take_ons,tackles,aerial_duels,interceptions,clearance,fouls,cards,throw_ins,blocks,gk,goal,own_goal,date,stadium,league,did_play,did_start,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,score
Brad Guzan,M'BROUGH,M'BROUGHvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Daniel Ayala,M'BROUGH,M'BROUGHvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Grant Leadbitter,M'BROUGH,M'BROUGHvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Stewart Downing,M'BROUGH,M'BROUGHvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Gast_n Ram_rez,M'BROUGH,M'BROUGHvEVERTON,0,55%,1,1,0,3,29%,0%,0,0,2,1,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,2,-12,0v0
Adlne Gudioura,M'BROUGH,M'BROUGHvEVERTON,2,58%,1,2,0,1,75%,0%,0,1,2,0,0,1,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,2,3,4,0,0,0v0
Rudy Gestede,M'BROUGH,M'BROUGHvEVERTON,1,67%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0v0
Joel Robles,EVERTON,M'BROUGHvEVERTON,0,52%,0,0,0,0,0%,0%,0,0,0,0,0,0,5,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,6,16,29,33,36,40,48,51,55,57,74,77,80,84,92,96,100,116,0v0
Leighton Baines,EVERTON,M'BROUGHvEVERTON,0,74%,1,3,0,2,60%,100%,2,3,0,0,10,4,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,1,2,4,6,13,20,24,30,36,35,42,46,54,64,68,70,77,82,0v0
Ashley Williams,EVERTON,M'BROUGHvEVERTON,0,79%,0,0,0,0,0%,25%,1,4,0,0,0,1,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,4,8,12,13,21,22,24,29,31,31,32,36,39,43,45,47,51,46,0v0
Seamus Coleman,EVERTON,M'BROUGHvEVERTON,0,95%,1,5,0,0,44%,75%,1,5,2,0,10,1,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,4,4,-10,-8,-7,4,8,19,20,25,29,31,35,37,47,49,51,47,0v0
Ramiro Funes Mori,EVERTON,M'BROUGHvEVERTON,1,86%,0,0,0,0,0%,50%,1,8,0,0,0,3,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,5,6,9,17,22,22,26,30,31,34,28,32,32,34,30,32,30,31,0v0
Morgan Schneiderlin,EVERTON,M'BROUGHvEVERTON,0,85%,0,0,0,1,33%,67%,6,2,1,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,-4,0,4,13,20,26,27,32,32,30,31,25,25,25,20,23,23,28,0v0
Ross Barkley,EVERTON,M'BROUGHvEVERTON,1,90%,2,3,0,4,0%,33%,1,0,1,0,0,1,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,8,8,14,13,16,17,9,16,13,14,12,13,11,16,14,16,16,14,0v0
Idrissa Gueye,EVERTON,M'BROUGHvEVERTON,0,89%,0,0,0,1,50%,75%,2,1,0,0,0,1,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,-6,0,5,7,11,12,13,5,19,4,6,14,15,15,15,15,15,16,0v0
Tom Davies,EVERTON,M'BROUGHvEVERTON,0,90%,2,0,0,2,38%,0%,2,1,1,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,-5,-4,2,6,5,1,2,1,5,8,9,8,11,12,4,3,-4,-3,0v0
Romelu Lukaku,EVERTON,M'BROUGHvEVERTON,1,56%,0,0,0,2,0%,43%,0,0,2,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,1,0,2,-2,-3,1,2,-6,-6,-7,-8,-8,-8,-13,-13,-12,-15,-19,0v0
Ademola Lookman,EVERTON,M'BROUGHvEVERTON,4,64%,0,0,0,4,50%,0%,1,2,0,0,0,1,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,1,0,-9,-9,-8,-8,-10,-8,-8,2,-3,-1,0,5,3,14,14,14,14,11,0v0
Maarten Stekelenburg,EVERTON,M'BROUGHvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Phil Jagielka,EVERTON,M'BROUGHvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Mason Holgate,EVERTON,M'BROUGHvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Aaron Lennon,EVERTON,M'BROUGHvEVERTON,0,67%,0,1,0,1,100%,0%,2,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-6,6,0v0
Gareth Barry,EVERTON,M'BROUGHvEVERTON,0,60%,1,1,0,1,0%,100%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0v0
Arouna Kon,EVERTON,M'BROUGHvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Enner Valencia,EVERTON,M'BROUGHvEVERTON,0,60%,0,0,0,1,100%,25%,0,0,2,0,0,0,0,0,0,11.02.2017,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-7,-11,-14,0v0
Lee Grant,STOKE,STOKEvC.PALACE,0,63%,0,0,0,0,0%,0%,0,0,0,0,0,0,1,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,1,2,5,8,9,18,18,19,20,20,21,31,33,40,40,50,50,52,1v0
Phil Bardsley,STOKE,STOKEvC.PALACE,0,58%,0,2,0,0,40%,100%,2,1,1,0,7,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-2,1,2,2,3,2,3,11,8,19,19,20,20,20,20,20,20,12,1v0
Erik Pieters,STOKE,STOKEvC.PALACE,0,72%,0,2,0,1,67%,0%,3,4,4,0,11,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-1,7,6,8,7,1,2,2,4,7,11,12,14,15,15,15,14,20,1v0
Bruno Martins Indi,STOKE,STOKEvC.PALACE,1,88%,0,0,0,0,100%,33%,1,11,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,4,6,8,8,14,17,21,22,40,45,49,51,52,55,57,56,59,53,1v0
Ryan Shawcross,STOKE,STOKEvC.PALACE,0,77%,0,0,0,0,50%,50%,1,7,1,1,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,0,2,3,6,6,5,7,11,17,15,3,2,4,7,8,11,14,17,1v0
Joe Allen,STOKE,STOKEvC.PALACE,2,88%,0,1,0,1,100%,0%,1,1,0,0,0,1,0,1,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,0,2,-2,-2,-3,-5,-9,-8,-9,-17,-19,-19,-17,14,14,15,15,17,1v0
Glenn Whelan,STOKE,STOKEvC.PALACE,0,81%,0,0,0,0,50%,50%,0,2,0,0,0,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,4,3,4,8,7,8,9,9,10,10,11,11,12,13,13,13,15,17,1v0
Charlie Adam,STOKE,STOKEvC.PALACE,1,72%,2,5,0,1,67%,0%,2,4,2,0,0,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,3,1,2,1,11,15,18,18,30,29,34,33,29,30,32,30,30,28,1v0
Ramadan Sobhi,STOKE,STOKEvC.PALACE,0,79%,2,1,0,5,40%,0%,0,0,1,0,1,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,1,-4,-3,-3,-3,-3,9,10,8,-2,-5,-8,-9,6,-1,1,1,-2,1v0
Marko Arnautovic,STOKE,STOKEvC.PALACE,2,80%,1,4,0,1,33%,100%,3,0,1,0,2,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-2,4,4,5,6,11,21,17,17,19,21,21,18,38,38,32,33,31,1v0
Peter Crouch,STOKE,STOKEvC.PALACE,1,58%,1,0,0,2,100%,58%,0,1,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-2,6,4,4,9,8,8,6,10,10,8,9,7,6,6,3,2,5,1v0
Shay Given,STOKE,STOKEvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Marc Muniesa,STOKE,STOKEvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Glen Johnson,STOKE,STOKEvC.PALACE,0,53%,0,1,0,2,100%,0%,0,1,0,0,7,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,12,11,17,17,1v0
Ibrahim Afellay,STOKE,STOKEvC.PALACE,0,93%,0,0,0,3,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1v0
Giannelli Imbula,STOKE,STOKEvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Saido Berahino,STOKE,STOKEvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Mame Biram Diouf,STOKE,STOKEvC.PALACE,0,60%,0,0,0,2,0%,100%,1,0,0,0,1,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1v0
Wayne Hennessey,C.PALACE,STOKEvC.PALACE,0,63%,0,0,0,0,0%,100%,0,0,0,0,0,0,3,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,4,16,16,17,17,17,28,28,28,35,36,36,36,18,19,18,27,27,1v0
Joel Ward,C.PALACE,STOKEvC.PALACE,0,66%,0,2,0,2,50%,50%,3,3,2,0,9,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-2,0,-7,-7,-7,-7,-11,-11,-15,-11,-7,-4,-1,-9,-4,-2,-4,-2,1v0
Patrick van Aanholt,C.PALACE,STOKEvC.PALACE,1,79%,0,0,0,1,60%,0%,1,2,0,0,15,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,1,1,1,-1,-2,9,11,13,12,13,13,11,10,6,6,11,3,0,1v0
James Tomkins,C.PALACE,STOKEvC.PALACE,1,72%,0,0,0,0,0%,40%,1,5,2,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-7,-7,-6,-8,-8,-7,-7,-10,-8,-7,-9,-9,-9,-16,-16,-18,-15,-14,1v0
Damien Delaney,C.PALACE,STOKEvC.PALACE,0,76%,0,0,0,0,50%,40%,3,3,2,1,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,5,4,2,-13,-12,-12,-11,-7,-10,-9,-8,-8,-4,-12,-13,-13,-13,-13,1v0
Andros Townsend,C.PALACE,STOKEvC.PALACE,1,69%,1,9,0,2,100%,0%,2,1,0,0,1,3,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-2,-5,-6,3,3,3,-1,1,-1,-5,-2,-1,-7,-7,-4,-3,-4,-13,1v0
Wilfried Zaha,C.PALACE,STOKEvC.PALACE,0,71%,0,1,0,4,50%,0%,0,0,1,1,0,2,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,0,0,0,0,-3,-2,-2,-23,-17,-20,-20,-21,-23,-33,-33,-33,-33,-30,1v0
James McArthur,C.PALACE,STOKEvC.PALACE,2,81%,0,3,0,0,33%,0%,1,0,1,0,0,4,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-1,2,0,-1,-1,-2,-2,-1,0,-1,-6,-6,-3,-3,-4,-5,-12,-15,1v0
Luka Milivojevic,C.PALACE,STOKEvC.PALACE,0,76%,0,0,0,1,0%,67%,5,2,1,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,0,-1,-2,-4,-3,-2,-2,2,3,7,13,13,15,20,20,24,29,26,1v0
Jason Puncheon,C.PALACE,STOKEvC.PALACE,1,85%,2,0,0,1,25%,100%,2,0,1,1,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-3,-5,-1,-1,-1,1,1,2,-19,-22,-8,-8,-6,3,7,7,7,3,1v0
Christian Benteke,C.PALACE,STOKEvC.PALACE,0,38%,1,0,0,0,0%,70%,1,1,3,0,0,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,1,0,-3,-4,-3,0,-1,0,-4,-4,1,1,-3,-1,-8,-10,-10,-11,-12,-7,1v0
Julian Speroni,C.PALACE,STOKEvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Mamadou Sakho,C.PALACE,STOKEvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Mathieu Flamini,C.PALACE,STOKEvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Yohan Cabaye,C.PALACE,STOKEvC.PALACE,0,88%,0,0,0,0,0%,0%,1,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1v0
Jeffrey Schlupp,C.PALACE,STOKEvC.PALACE,0,67%,0,1,0,5,50%,0%,5,0,0,0,0,1,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,13,7,7,1v0
Loc Remy,C.PALACE,STOKEvC.PALACE,0,80%,0,0,0,0,0%,0%,0,0,1,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1v0
Fraizer Campbell,C.PALACE,STOKEvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,bet365 Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Darren Randolph,WESTHAM,WESTHAMvWBA,0,93%,0,0,0,0,0%,0%,0,0,0,0,0,0,1,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,0,-17,-15,-15,-15,-14,-14,-9,-9,-7,-6,-6,-6,-5,-4,-4,-4,-21,2v2
Winston Reid,WESTHAM,WESTHAMvWBA,0,80%,0,0,0,1,50%,50%,1,8,0,1,2,2,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,1,-6,-6,-4,-7,-6,-6,-7,-6,-2,-1,3,14,13,15,15,-2,-7,2v2
Aaron Cresswell,WESTHAM,WESTHAMvWBA,0,80%,0,2,0,0,0%,0%,0,1,0,0,3,2,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,1,-7,-7,-7,-9,-7,-10,-8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2v2
Jos Fonte,WESTHAM,WESTHAMvWBA,1,83%,0,0,0,0,50%,50%,2,4,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,6,-2,-1,0,3,5,5,7,7,10,4,4,7,8,7,7,6,8,2v2
Sofiane Feghouli,WESTHAM,WESTHAMvWBA,3,75%,3,7,0,2,100%,100%,0,1,0,0,2,1,0,1,0,11.02.2017,London Stadium,English Premier League,1,1,0,0,-4,-6,-6,-8,-7,-7,-9,-12,0,-1,-1,30,29,38,40,45,60,2v2
Cheikhou Kouyat,WESTHAM,WESTHAMvWBA,1,91%,0,2,0,1,25%,60%,0,1,1,0,8,3,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,-6,-11,-11,-13,-14,-15,-12,-13,-11,-9,-5,-2,0,14,14,14,19,14,2v2
Manuel Lanzini,WESTHAM,WESTHAMvWBA,4,93%,0,3,0,6,50%,0%,1,0,0,0,0,0,0,1,0,11.02.2017,London Stadium,English Premier League,1,1,0,6,7,10,8,4,2,5,4,8,8,8,8,19,26,33,29,30,78,2v2
Robert Snodgrass,WESTHAM,WESTHAMvWBA,2,89%,6,8,0,2,20%,0%,0,1,2,0,0,3,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,0,0,1,2,4,3,-3,2,28,28,27,27,28,30,28,33,25,24,2v2
Pedro Obiang,WESTHAM,WESTHAMvWBA,0,79%,1,0,0,0,0%,0%,1,1,2,1,0,3,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,3,3,1,1,2,3,0,-4,-3,-2,-1,-13,-13,-12,-16,-16,-14,-10,2v2
Mark Noble,WESTHAM,WESTHAMvWBA,1,81%,1,3,0,0,40%,0%,0,1,0,0,1,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,-12,-8,-8,-9,-3,-1,1,2,11,12,15,15,3,2,2,1,0,1,2v2
Michail Antonio,WESTHAM,WESTHAMvWBA,2,85%,0,3,0,3,0%,43%,1,2,1,0,2,1,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,-3,-8,-7,-7,-13,-11,-13,-13,-2,-6,-11,-11,-6,-9,-9,-9,-7,6,2v2
Adrin,WESTHAM,WESTHAMvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
James Collins,WESTHAM,WESTHAMvWBA,0,33%,0,0,0,0,0%,0%,1,2,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2v2
Sam Byram,WESTHAM,WESTHAMvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Hvard Nordtveit,WESTHAM,WESTHAMvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Edimilson Fernandes,WESTHAM,WESTHAMvWBA,0,100%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2v2
Jonathan Calleri,WESTHAM,WESTHAMvWBA,2,78%,0,0,0,1,0%,100%,0,0,1,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,-7,-7,-4,5,2,-11,2v2
Ashley Fletcher,WESTHAM,WESTHAMvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Ben Foster,WBA,WESTHAMvWBA,0,33%,0,0,0,0,0%,100%,0,2,0,0,0,0,4,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,-1,-1,-1,-8,-10,-10,-8,1,5,3,8,9,-6,-4,-1,-3,-5,-21,2v2
Nyom,WBA,WESTHAMvWBA,0,70%,0,4,0,7,50%,0%,1,3,2,0,5,2,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,3,0,1,-1,-4,-5,-6,-5,-3,3,-1,-2,-3,0,1,1,4,5,2v2
Gareth McAuley,WBA,WESTHAMvWBA,1,47%,0,0,1,1,67%,100%,1,10,1,0,0,3,0,1,0,11.02.2017,London Stadium,English Premier League,1,1,0,-2,-4,-3,-4,-4,-4,-2,-1,6,6,10,11,10,12,14,16,17,54,2v2
Craig Dawson,WBA,WESTHAMvWBA,0,48%,0,0,0,0,0%,33%,3,5,1,0,1,2,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,7,7,12,13,8,8,9,6,8,8,9,9,2,2,6,6,5,-4,2v2
James Morrison,WBA,WESTHAMvWBA,1,79%,1,0,0,1,0%,100%,1,0,2,0,0,1,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,6,22,19,19,17,10,12,14,12,12,13,13,12,15,16,16,16,16,2v2
Jake Livermore,WBA,WESTHAMvWBA,0,77%,1,0,0,0,38%,50%,3,6,1,0,0,3,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,-1,-3,-2,-2,-4,1,0,2,3,3,-3,-1,0,3,9,13,14,17,2v2
Matt Phillips,WBA,WESTHAMvWBA,0,50%,1,6,0,2,20%,67%,0,2,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,-8,-8,1,1,-1,-7,-10,-5,-13,-10,-12,-10,-21,-21,-21,-21,-21,-29,2v2
Chris Brunt,WBA,WESTHAMvWBA,1,68%,0,5,0,0,100%,0%,0,6,1,1,4,2,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,2,2,1,1,0,-3,-1,7,6,6,7,2,2,2,4,3,3,-14,2v2
Nacer Chadli,WBA,WESTHAMvWBA,2,71%,0,0,0,2,25%,100%,1,0,0,0,0,0,0,1,0,11.02.2017,London Stadium,English Premier League,1,1,0,0,36,38,38,38,47,48,43,32,37,29,29,29,29,29,29,29,27,2v2
Darren Fletcher,WBA,WESTHAMvWBA,0,77%,0,0,0,0,50%,0%,2,1,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,1,-1,-1,-3,-4,-2,-2,-1,0,0,0,0,5,-2,-2,-2,2,-1,2v2
Salom_n Rond_n,WBA,WESTHAMvWBA,2,63%,1,0,0,2,0%,33%,0,0,4,1,0,1,0,0,0,11.02.2017,London Stadium,English Premier League,1,1,0,0,-5,6,6,3,6,4,0,-2,-4,-4,-6,-7,-8,-21,-26,-29,-29,2v2
Boaz Myhill,WBA,WESTHAMvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Jonas Olsson,WBA,WESTHAMvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Jonny Evans,WBA,WESTHAMvWBA,1,92%,0,1,0,0,0%,100%,1,2,1,0,0,1,0,0,0,11.02.2017,London Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,0,-1,19,2v2
Marc Wilson,WBA,WESTHAMvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Claudio Yacob,WBA,WESTHAMvWBA,0,89%,0,0,0,0,100%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2v2
James McClean,WBA,WESTHAMvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Hal Robson-Kanu,WBA,WESTHAMvWBA,0,86%,0,0,0,1,0%,0%,0,0,1,0,0,0,0,0,0,11.02.2017,London Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,2v2
Petr Cech,ARSENAL,ARSENALvHULLCITY,0,43%,0,0,0,0,0%,0%,0,0,0,0,0,0,6,0,0,11.02.2017,Emirates Stadium,English Premier League,1,1,0,3,5,17,19,21,23,25,27,28,34,44,46,47,47,49,56,65,66,2v0
Kieran Gibbs,ARSENAL,ARSENALvHULLCITY,1,83%,1,2,0,3,50%,0%,1,2,3,1,7,2,0,0,0,11.02.2017,Emirates Stadium,English Premier League,1,1,0,2,1,4,6,9,11,20,25,30,30,17,15,17,17,19,20,20,20,2v0
Laurent Koscielny,ARSENAL,ARSENALvHULLCITY,0,92%,0,0,0,0,60%,25%,4,8,0,0,0,1,0,0,0,11.02.2017,Emirates Stadium,English Premier League,1,1,0,7,9,7,13,21,26,28,32,33,35,28,33,38,38,42,43,44,53,2v0
Shkodran Mustafi,ARSENAL,ARSENALvHULLCITY,1,83%,0,0,0,1,100%,71%,1,5,0,0,1,0,0,0,0,11.02.2017,Emirates Stadium,English Premier League,1,1,0,8,13,15,16,19,19,20,23,30,35,33,34,42,42,46,48,48,57,2v0
Hctor Beller_n,ARSENAL,ARSENALvHULLCITY,1,78%,1,0,0,0,0%,60%,1,4,1,0,8,1,0,0,0,11.02.2017,Emirates Stadium,English Premier League,1,1,0,-1,0,0,3,5,5,6,8,11,14,16,24,26,26,25,26,27,34,2v0
