name,team,match_id,shots,passing,chances,crossing,set_piece,take_ons,tackles,aerial_duels,interceptions,clearance,fouls,cards,throw_ins,blocks,gk,goal,own_goal,date,stadium,league,did_play,did_start,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,score
Mame Biram Diouf,STOKE,ARSENALvSTOKE,2,47%,0,1,0,0,50%,70%,2,2,1,0,4,1,0,0,0,10.12.2016,Emirates Stadium,English Premier League,1,1,0,0,3,5,5,3,1,1,3,9,3,8,8,14,9,9,9,9,15,3v1
Shay Given,STOKE,ARSENALvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
Glenn Whelan,STOKE,ARSENALvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
Ramadan Sobhi,STOKE,ARSENALvSTOKE,0,83%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Emirates Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-7,3v1
Wilfried Bony,STOKE,ARSENALvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
Peter Crouch,STOKE,ARSENALvSTOKE,1,67%,0,0,0,0,0%,100%,0,0,0,0,0,0,0,0,0,10.12.2016,Emirates Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,3v1
Bojan,STOKE,ARSENALvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
Julien Ngoy,STOKE,ARSENALvSTOKE,0,100%,0,0,0,1,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Emirates Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3v1
Tom Heaton,BURNLEY,BURNLEYvB'MOUTH,0,40%,0,0,0,0,0%,0%,0,0,0,0,0,0,2,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,2,10,11,15,12,11,13,21,4,19,18,18,18,18,18,17,16,-19,3v2
Matthew Lowton,BURNLEY,BURNLEYvB'MOUTH,0,58%,2,0,0,1,0%,50%,1,8,0,0,9,3,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-7,-3,19,19,18,13,5,6,-1,6,6,6,3,4,2,4,6,-3,3v2
Michael Keane,BURNLEY,BURNLEYvB'MOUTH,1,67%,0,0,0,0,100%,60%,3,4,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-1,-1,3,12,17,15,15,18,13,26,26,31,32,31,29,30,35,20,3v2
Ben Mee,BURNLEY,BURNLEYvB'MOUTH,1,71%,1,0,0,0,100%,25%,5,8,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,0,-1,-1,16,18,22,27,33,29,32,32,32,36,35,37,39,39,27,3v2
Stephen Ward,BURNLEY,BURNLEYvB'MOUTH,2,55%,1,4,1,0,100%,20%,5,1,0,0,5,1,0,1,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-5,-5,4,46,46,45,43,43,36,53,57,58,56,59,60,60,60,53,3v2
Dean Marney,BURNLEY,BURNLEYvB'MOUTH,0,68%,0,0,0,0,11%,0%,2,5,4,0,0,5,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,5,-5,-9,-8,-9,-5,-5,-16,-14,-16,-16,-16,-17,-14,-22,-23,-16,-14,3v2
Jeff Hendrick,BURNLEY,BURNLEYvB'MOUTH,1,53%,1,0,0,0,50%,33%,5,0,1,0,0,2,0,1,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-3,0,48,48,44,47,54,51,44,46,46,51,51,57,60,60,66,64,3v2
Steven Defour,BURNLEY,BURNLEYvB'MOUTH,0,69%,2,3,0,2,50%,0%,3,1,2,0,0,3,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,1,4,7,15,20,18,18,23,23,27,27,27,27,27,27,27,27,27,3v2
George Boyd,BURNLEY,BURNLEYvB'MOUTH,2,72%,0,0,0,1,50%,0%,3,3,1,1,0,4,0,1,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-3,-3,-3,1,-6,-5,-2,-4,-11,-12,-15,-14,-14,-23,14,15,18,22,3v2
Scott Arfield,BURNLEY,BURNLEYvB'MOUTH,1,44%,2,2,0,0,0%,25%,1,1,1,1,0,4,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-4,-5,-7,-1,-2,-2,-4,-1,-1,-1,-15,-16,-18,-18,-11,-13,-13,-16,3v2
Sam Vokes,BURNLEY,BURNLEYvB'MOUTH,3,59%,0,1,0,0,0%,50%,0,2,0,0,0,2,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-3,-4,0,3,3,3,-7,-2,-4,-3,-3,-3,-3,-3,-3,-3,-3,0,3v2
Paul Robinson,BURNLEY,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Jon Flanagan,BURNLEY,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
James Tarkowski,BURNLEY,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Michael Kightly,BURNLEY,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Andre Gray,BURNLEY,BURNLEYvB'MOUTH,2,60%,1,0,0,0,0%,0%,0,0,2,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,0,15,14,20,21,3v2
Ashley Barnes,BURNLEY,BURNLEYvB'MOUTH,3,58%,1,0,0,0,0%,17%,0,2,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-7,-5,-7,-14,-16,-18,3v2
Patrick Bamford,BURNLEY,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Artur Boruc,B'MOUTH,BURNLEYvB'MOUTH,0,58%,0,0,0,0,0%,0%,0,0,0,0,0,0,5,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-1,-2,-19,-21,-23,-22,-22,-22,-22,-22,-22,-20,-24,-16,-33,-34,-23,-22,3v2
Simon Francis,B'MOUTH,BURNLEYvB'MOUTH,0,82%,4,6,0,1,0%,78%,1,4,0,0,11,1,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,1,0,-3,-12,-9,-7,-8,-6,12,-4,-6,-5,-8,-7,-10,-6,-2,26,3v2
Steve Cook,B'MOUTH,BURNLEYvB'MOUTH,0,78%,0,1,0,2,0%,80%,4,16,1,0,2,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-1,4,-3,-13,-12,-7,0,4,5,13,19,20,20,20,17,21,15,17,3v2
Nathan Ak,B'MOUTH,BURNLEYvB'MOUTH,2,87%,1,1,0,0,60%,67%,0,10,0,0,0,2,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,8,7,1,4,4,4,6,5,11,12,13,16,14,15,19,19,34,40,3v2
Charlie Daniels,B'MOUTH,BURNLEYvB'MOUTH,2,89%,2,3,1,0,100%,100%,2,8,0,0,7,2,0,1,0,10.12.2016,Turf Moor,English Premier League,1,1,0,3,3,2,-5,-6,-3,5,5,7,16,18,20,22,24,19,20,33,82,3v2
Adam Smith,B'MOUTH,BURNLEYvB'MOUTH,2,76%,1,3,0,1,0%,0%,1,0,3,0,2,2,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,1,-1,-1,-2,-4,0,-3,3,5,-2,-4,-4,-4,-6,-11,-13,-12,-10,3v2
Dan Gosling,B'MOUTH,BURNLEYvB'MOUTH,2,83%,1,2,0,0,20%,33%,1,3,0,1,0,1,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-2,1,0,-1,-5,-2,-10,-5,0,3,4,-9,-7,-11,-11,-11,-11,-12,3v2
Harry Arter,B'MOUTH,BURNLEYvB'MOUTH,3,89%,1,1,0,1,50%,0%,3,1,2,1,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,2,6,9,12,17,15,0,13,19,19,21,18,19,20,22,27,29,46,3v2
Ryan Fraser,B'MOUTH,BURNLEYvB'MOUTH,2,79%,0,4,0,4,100%,50%,0,0,1,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,5,19,18,18,21,16,20,21,22,23,26,26,23,26,22,21,21,21,3v2
Benik Afobe,B'MOUTH,BURNLEYvB'MOUTH,3,52%,1,0,0,1,0%,89%,0,3,2,0,0,0,0,1,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-2,9,9,10,7,11,11,6,36,2,2,1,1,2,2,3,3,31,3v2
Callum Wilson,B'MOUTH,BURNLEYvB'MOUTH,0,78%,0,1,0,1,0%,0%,0,0,4,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,1,0,-2,-3,-3,-7,-7,-10,-10,-10,-9,-11,-16,-16,-16,-16,-16,-16,-16,-16,3v2
Adam Federici,B'MOUTH,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Brad Smith,B'MOUTH,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Tyrone Mings,B'MOUTH,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Marc Pugh,B'MOUTH,BURNLEYvB'MOUTH,0,100%,1,2,0,0,0%,0%,0,0,0,0,1,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,14,3v2
Jack Wilshere,B'MOUTH,BURNLEYvB'MOUTH,0,81%,0,1,0,2,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,2,0,1,3v2
Jordon Ibe,B'MOUTH,BURNLEYvB'MOUTH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Joshua King,B'MOUTH,BURNLEYvB'MOUTH,1,100%,0,0,0,1,0%,100%,0,0,0,0,0,0,0,0,0,10.12.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-5,3v2
David Marshall,HULLCITY,HULLCITYvC.PALACE,0,36%,0,0,0,0,0%,0%,0,0,0,0,0,0,3,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,10,9,7,6,6,6,6,6,6,6,-12,-13,-14,-22,-22,-22,-22,-39,3v3
Andrew Robertson,HULLCITY,HULLCITYvC.PALACE,1,71%,1,6,0,1,100%,100%,0,2,0,0,7,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,6,5,4,4,11,11,11,10,10,14,14,14,12,14,13,12,18,21,3v3
Harry Maguire,HULLCITY,HULLCITYvC.PALACE,3,73%,1,0,0,0,33%,100%,0,5,2,0,0,2,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-1,-5,-1,-1,-2,-1,-3,-5,-6,-10,-17,-16,-25,-31,-14,-15,-15,-13,3v3
Curtis Davies,HULLCITY,HULLCITYvC.PALACE,0,74%,0,1,0,0,25%,50%,1,6,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-1,0,-1,3,1,1,3,6,8,7,4,5,3,0,1,1,2,-7,3v3
Michael Dawson,HULLCITY,HULLCITYvC.PALACE,0,81%,0,0,0,0,67%,67%,1,8,0,0,0,1,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-1,4,5,4,5,6,9,9,14,11,1,4,3,-3,-2,-1,-1,5,3v3
Ahmed Elmohamady,HULLCITY,HULLCITYvC.PALACE,0,85%,3,6,0,0,50%,100%,1,0,1,1,12,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-1,-1,3,3,6,6,7,6,-5,-3,-1,1,1,0,1,6,-3,-13,3v3
Tom Huddlestone,HULLCITY,HULLCITYvC.PALACE,0,88%,2,1,0,2,0%,0%,1,2,1,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,5,2,2,3,4,11,9,11,13,16,17,27,21,14,16,17,20,22,3v3
Robert Snodgrass,HULLCITY,HULLCITYvC.PALACE,1,85%,3,10,1,0,0%,0%,0,0,4,1,0,1,0,1,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,0,-1,-3,-17,-16,11,12,13,16,22,9,9,7,8,8,22,24,13,3v3
Sam Clucas,HULLCITY,HULLCITYvC.PALACE,1,80%,0,1,0,0,0%,0%,1,0,1,0,0,1,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-8,-10,-8,-7,-5,-5,-4,-4,-3,-7,-9,-9,-8,-8,-7,-6,-8,-6,3v3
Jake Livermore,HULLCITY,HULLCITYvC.PALACE,3,82%,2,2,0,2,25%,100%,0,1,2,0,0,1,0,1,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-4,-10,-9,-12,-9,-10,-13,-13,-14,-10,2,9,10,12,12,54,55,45,3v3
Adama Diomande,HULLCITY,HULLCITYvC.PALACE,5,86%,0,0,0,3,67%,43%,0,0,4,0,0,0,0,1,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,1,-1,-2,3,7,7,7,3,2,6,5,7,10,7,47,49,51,49,3v3
Eldin Jakupovic,HULLCITY,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
David Meyler,HULLCITY,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
Shaun Maloney,HULLCITY,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
James Weir,HULLCITY,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
Markus Henriksen,HULLCITY,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
Ryan Mason,HULLCITY,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
Jarrod Bowen,HULLCITY,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
Wayne Hennessey,C.PALACE,HULLCITYvC.PALACE,0,28%,0,0,0,0,0%,0%,1,0,0,0,0,0,4,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,0,0,0,10,10,-8,-8,-9,-7,-11,-4,1,1,6,-12,-30,-29,-24,3v3
Joel Ward,C.PALACE,HULLCITYvC.PALACE,1,73%,1,2,0,1,0%,67%,2,4,0,0,7,3,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-2,2,1,1,1,-6,-7,-8,-10,-7,-5,-12,-12,-12,-18,-23,-23,-17,3v3
Scott Dann,C.PALACE,HULLCITYvC.PALACE,0,78%,0,0,0,0,0%,67%,4,4,2,1,0,3,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,4,3,3,9,-8,-29,-26,-20,-18,-14,-16,-15,-8,-10,-25,-36,-38,-34,3v3
Damien Delaney,C.PALACE,HULLCITYvC.PALACE,0,68%,0,0,0,0,0%,57%,0,13,2,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,2,3,3,6,9,-2,-3,1,-1,6,7,0,1,2,-6,-12,-9,-11,3v3
Martin Kelly,C.PALACE,HULLCITYvC.PALACE,0,84%,1,0,0,0,0%,0%,0,3,0,0,2,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,4,4,2,3,-8,-15,-12,-12,-11,-10,-10,-10,-9,-9,-16,-23,-23,-23,3v3
Andros Townsend,C.PALACE,HULLCITYvC.PALACE,0,50%,2,3,0,1,100%,0%,1,0,0,0,0,1,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,6,5,11,10,8,8,9,10,7,7,7,7,7,7,7,7,7,7,3v3
Wilfried Zaha,C.PALACE,HULLCITYvC.PALACE,3,82%,3,3,1,4,50%,0%,0,0,1,0,0,1,0,1,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,12,13,16,20,19,19,19,17,17,18,20,13,12,56,53,52,52,63,3v3
Joe Ledley,C.PALACE,HULLCITYvC.PALACE,0,68%,0,0,0,1,50%,0%,1,1,0,0,0,1,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,0,3,3,1,1,1,0,2,2,2,2,-5,-6,-6,-6,-2,-4,-3,3v3
James McArthur,C.PALACE,HULLCITYvC.PALACE,1,89%,0,1,0,0,0%,20%,1,1,4,1,0,3,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-1,1,-3,-4,-6,-8,-13,-14,-27,-13,-13,-16,-15,-9,-9,-9,-9,-23,3v3
Jason Puncheon,C.PALACE,HULLCITYvC.PALACE,6,83%,1,10,0,2,0%,100%,0,1,3,1,0,1,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,7,8,8,6,7,6,8,9,9,-6,-10,-8,-7,-2,-4,-2,9,11,3v3
Christian Benteke,C.PALACE,HULLCITYvC.PALACE,2,63%,0,0,1,1,0%,38%,0,1,1,0,0,1,0,1,0,10.12.2016,KCOM Stadium,English Premier League,1,1,0,-8,-8,-8,-3,-3,-3,-3,-6,-10,-5,23,22,23,20,20,21,21,18,3v3
Julian Speroni,C.PALACE,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
Ezekiel Fryers,C.PALACE,HULLCITYvC.PALACE,0,82%,0,0,0,1,0%,0%,0,1,0,0,1,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-5,-4,-4,-13,-20,-20,-15,3v3
Mathieu Flamini,C.PALACE,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
Yohan Cabaye,C.PALACE,HULLCITYvC.PALACE,0,88%,0,0,0,0,0%,0%,0,0,0,1,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,-33,-32,3v3
Lee Chung-yong,C.PALACE,HULLCITYvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v3
Fraizer Campbell,C.PALACE,HULLCITYvC.PALACE,1,80%,1,1,0,1,0%,100%,0,0,0,0,0,0,0,1,0,10.12.2016,KCOM Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,1,30,3v3
Lukasz Fabianski,SWANSEA,SWANSEAvSUNDERLAND,0,83%,0,0,0,0,0%,0%,0,0,0,0,0,0,2,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,0,2,2,8,9,10,11,13,14,16,17,18,19,19,20,21,35,44,3v0
Jordi Amat,SWANSEA,SWANSEAvSUNDERLAND,2,86%,0,0,0,0,17%,50%,1,9,2,0,0,2,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,1,4,12,14,8,8,10,8,9,2,4,4,7,17,18,16,18,23,3v0
Neil Taylor,SWANSEA,SWANSEAvSUNDERLAND,1,73%,1,4,0,0,50%,0%,3,0,1,0,12,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,-2,1,13,13,14,14,13,15,16,16,16,18,10,9,7,1,0,-1,3v0
Alfie Mawson,SWANSEA,SWANSEAvSUNDERLAND,1,89%,0,0,0,0,0%,100%,3,5,0,0,0,2,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,1,2,10,12,17,16,20,23,24,24,24,26,26,28,32,35,39,43,3v0
Angel Rangel,SWANSEA,SWANSEAvSUNDERLAND,0,94%,1,3,0,0,100%,0%,4,3,1,1,7,1,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,0,2,3,9,10,12,14,16,27,24,25,19,21,19,22,24,25,42,3v0
Leon Britton,SWANSEA,SWANSEAvSUNDERLAND,0,92%,0,0,0,2,33%,0%,2,1,1,0,0,1,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,-1,6,11,11,10,13,12,13,12,10,11,25,25,23,26,27,28,32,3v0
Wayne Routledge,SWANSEA,SWANSEAvSUNDERLAND,0,75%,1,9,0,3,50%,0%,1,0,1,0,1,1,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,0,-1,2,4,3,3,5,4,-2,-1,-2,-9,-11,-13,-16,-17,-19,-11,3v0
Gylfi Sigurdsson,SWANSEA,SWANSEAvSUNDERLAND,3,79%,4,9,1,2,0%,0%,2,0,1,0,1,2,0,1,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,-2,-4,-2,-9,-3,0,0,8,9,7,48,53,53,53,54,51,49,59,3v0
Jay Fulton,SWANSEA,SWANSEAvSUNDERLAND,1,81%,0,2,0,1,43%,33%,0,2,2,0,0,4,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,-4,-3,-7,-4,-2,-7,-6,-5,1,-1,-1,10,11,9,11,11,12,16,3v0
Fernando Llorente,SWANSEA,SWANSEAvSUNDERLAND,4,68%,0,0,1,0,100%,57%,0,0,0,0,0,0,0,2,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,3,2,2,-1,-2,-3,-3,-4,-6,-5,26,26,26,28,27,61,61,60,3v0
Modou Barrow,SWANSEA,SWANSEAvSUNDERLAND,2,70%,0,4,0,3,40%,0%,1,0,1,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,6,4,4,-1,-3,1,2,1,2,0,7,8,9,8,8,9,9,10,3v0
Kristoffer Nordfeldt,SWANSEA,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
Mike van der Hoorn,SWANSEA,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
Kyle Naughton,SWANSEA,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
Leroy Fer,SWANSEA,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
Jefferson Montero,SWANSEA,SWANSEAvSUNDERLAND,0,64%,2,2,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,13,3v0
Jack Cork,SWANSEA,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
Oliver McBurnie,SWANSEA,SWANSEAvSUNDERLAND,0,78%,0,0,0,0,0%,0%,0,0,0,0,0,1,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3v0
Jordan Pickford,SUNDERLAND,SWANSEAvSUNDERLAND,0,73%,0,0,0,0,0%,0%,0,0,0,0,0,0,2,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,1,1,6,10,11,11,13,12,12,13,-13,-14,-3,-3,-5,-22,-21,-20,3v0
Billy Jones,SUNDERLAND,SWANSEAvSUNDERLAND,0,48%,0,2,0,3,33%,100%,5,7,2,0,11,3,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,-7,2,5,5,14,11,10,8,5,3,-12,-13,-17,-17,-12,-19,-21,-15,3v0
